000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "datalink-A.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.257 New epoch: Sat May 21 00:06:31 2022
000.258 =================================================================
000.258 
000.258 Designed by Chen Yu, build: May 20 2022  17:46:38
002.922 .... 4 packets received, 3415 bps, 42.68%, Err 1 (4.7e-05)
438.311 .... 1633 packets received, 7639 bps, 95.49%, Err 33 (9.4e-06)
440.400 .... 1641 packets received, 7640 bps, 95.50%, Err 33 (9.4e-06)
442.523 .... 1649 packets received, 7641 bps, 95.51%, Err 33 (9.3e-06)
444.599 .... 1657 packets received, 7642 bps, 95.52%, Err 33 (9.3e-06)
446.708 .... 1665 packets received, 7642 bps, 95.53%, Err 33 (9.2e-06)
448.815 .... 1673 packets received, 7643 bps, 95.54%, Err 33 (9.2e-06)
450.954 .... 1681 packets received, 7643 bps, 95.54%, Err 34 (9.4e-06)
453.860 .... 1682 packets received, 7599 bps, 94.98%, Err 35 (9.6e-06)
456.002 .... 1696 packets received, 7626 bps, 95.32%, Err 35 (9.6e-06)
458.088 .... 1704 packets received, 7627 bps, 95.34%, Err 35 (9.6e-06)
460.200 .... 1712 packets received, 7627 bps, 95.34%, Err 35 (9.5e-06)
462.319 .... 1720 packets received, 7628 bps, 95.35%, Err 35 (9.5e-06)
464.431 .... 1728 packets received, 7629 bps, 95.36%, Err 35 (9.4e-06)
466.565 .... 1736 packets received, 7629 bps, 95.36%, Err 35 (9.4e-06)
468.665 .... 1744 packets received, 7630 bps, 95.37%, Err 35 (9.4e-06)
470.763 .... 1752 packets received, 7630 bps, 95.38%, Err 35 (9.3e-06)
472.909 .... 1760 packets received, 7630 bps, 95.38%, Err 35 (9.3e-06)
475.000 .... 1768 packets received, 7631 bps, 95.39%, Err 35 (9.2e-06)
477.127 .... 1776 packets received, 7632 bps, 95.39%, Err 35 (9.2e-06)
479.251 .... 1784 packets received, 7632 bps, 95.40%, Err 36 (9.4e-06)
481.343 .... 1791 packets received, 7629 bps, 95.36%, Err 36 (9.4e-06)
483.459 .... 1799 packets received, 7629 bps, 95.36%, Err 36 (9.3e-06)
486.901 .... 1807 packets received, 7609 bps, 95.11%, Err 37 (9.5e-06)
489.018 .... 1819 packets received, 7626 bps, 95.33%, Err 37 (9.5e-06)
491.121 .... 1827 packets received, 7627 bps, 95.34%, Err 37 (9.4e-06)
493.250 .... 1835 packets received, 7627 bps, 95.34%, Err 37 (9.4e-06)
495.343 .... 1843 packets received, 7628 bps, 95.35%, Err 37 (9.4e-06)
497.470 .... 1851 packets received, 7628 bps, 95.35%, Err 37 (9.3e-06)
499.593 .... 1859 packets received, 7629 bps, 95.36%, Err 37 (9.3e-06)
501.719 .... 1867 packets received, 7629 bps, 95.36%, Err 37 (9.2e-06)
503.798 .... 1875 packets received, 7630 bps, 95.38%, Err 37 (9.2e-06)
505.930 .... 1883 packets received, 7630 bps, 95.38%, Err 37 (9.2e-06)
508.049 .... 1891 packets received, 7631 bps, 95.38%, Err 37 (9.1e-06)
510.168 .... 1899 packets received, 7631 bps, 95.39%, Err 37 (9.1e-06)
513.070 .... 1905 packets received, 7612 bps, 95.15%, Err 39 (9.5e-06)
515.144 .... 1916 packets received, 7625 bps, 95.31%, Err 39 (9.5e-06)
517.292 .... 1924 packets received, 7625 bps, 95.31%, Err 39 (9.4e-06)
519.402 .... 1932 packets received, 7626 bps, 95.32%, Err 39 (9.4e-06)
521.500 .... 1940 packets received, 7626 bps, 95.33%, Err 39 (9.4e-06)
523.612 .... 1948 packets received, 7627 bps, 95.34%, Err 39 (9.3e-06)
525.740 .... 1956 packets received, 7627 bps, 95.34%, Err 39 (9.3e-06)
527.854 .... 1964 packets received, 7628 bps, 95.35%, Err 39 (9.3e-06)
529.951 .... 1972 packets received, 7628 bps, 95.35%, Err 39 (9.2e-06)
532.062 .... 1980 packets received, 7629 bps, 95.36%, Err 39 (9.2e-06)
534.210 .... 1983 packets received, 7610 bps, 95.12%, Err 40 (9.4e-06)
536.263 .... 1995 packets received, 7626 bps, 95.33%, Err 40 (9.3e-06)
538.393 .... 2003 packets received, 7627 bps, 95.33%, Err 40 (9.3e-06)
540.526 .... 2011 packets received, 7627 bps, 95.34%, Err 40 (9.3e-06)
542.634 .... 2019 packets received, 7627 bps, 95.34%, Err 40 (9.2e-06)
546.088 .... 2027 packets received, 7609 bps, 95.11%, Err 41 (9.4e-06)
548.161 .... 2039 packets received, 7625 bps, 95.32%, Err 41 (9.4e-06)
550.296 .... 2047 packets received, 7625 bps, 95.32%, Err 41 (9.3e-06)
552.399 .... 2055 packets received, 7626 bps, 95.33%, Err 41 (9.3e-06)
554.522 .... 2063 packets received, 7626 bps, 95.33%, Err 41 (9.3e-06)
556.650 .... 2071 packets received, 7627 bps, 95.33%, Err 42 (9.4e-06)
558.728 .... 2079 packets received, 7628 bps, 95.35%, Err 42 (9.4e-06)
560.843 .... 2087 packets received, 7628 bps, 95.35%, Err 42 (9.4e-06)
562.948 .... 2095 packets received, 7629 bps, 95.36%, Err 42 (9.3e-06)
565.113 .... 2103 packets received, 7628 bps, 95.36%, Err 42 (9.3e-06)
567.199 .... 2111 packets received, 7629 bps, 95.37%, Err 42 (9.3e-06)
569.305 .... 2119 packets received, 7630 bps, 95.37%, Err 42 (9.2e-06)
571.403 .... 2127 packets received, 7630 bps, 95.38%, Err 42 (9.2e-06)
574.065 .... 2132 packets received, 7613 bps, 95.16%, Err 43 (9.4e-06)
576.156 .... 2144 packets received, 7628 bps, 95.35%, Err 43 (9.3e-06)
578.293 .... 2152 packets received, 7628 bps, 95.35%, Err 43 (9.3e-06)
580.421 .... 2160 packets received, 7628 bps, 95.35%, Err 43 (9.3e-06)
582.541 .... 2168 packets received, 7629 bps, 95.36%, Err 43 (9.2e-06)
584.622 .... 2176 packets received, 7630 bps, 95.37%, Err 43 (9.2e-06)
586.758 .... 2184 packets received, 7630 bps, 95.37%, Err 43 (9.2e-06)
588.830 .... 2192 packets received, 7631 bps, 95.38%, Err 43 (9.1e-06)
590.957 .... 2200 packets received, 7631 bps, 95.39%, Err 44 (9.3e-06)
593.078 .... 2207 packets received, 7628 bps, 95.35%, Err 44 (9.3e-06)
595.189 .... 2215 packets received, 7628 bps, 95.35%, Err 44 (9.3e-06)
598.370 .... 2222 packets received, 7612 bps, 95.15%, Err 45 (9.4e-06)
600.451 .... 2234 packets received, 7626 bps, 95.33%, Err 45 (9.4e-06)
602.605 .... 2242 packets received, 7626 bps, 95.33%, Err 45 (9.3e-06)
604.718 .... 2250 packets received, 7627 bps, 95.33%, Err 45 (9.3e-06)
606.799 .... 2253 packets received, 7611 bps, 95.13%, Err 46 (9.5e-06)
608.956 .... 2265 packets received, 7624 bps, 95.30%, Err 46 (9.5e-06)
611.038 .... 2273 packets received, 7625 bps, 95.31%, Err 46 (9.4e-06)
613.151 .... 2281 packets received, 7625 bps, 95.32%, Err 47 (9.6e-06)
615.282 .... 2288 packets received, 7622 bps, 95.28%, Err 47 (9.6e-06)
618.419 .... 2295 packets received, 7607 bps, 95.08%, Err 48 (9.7e-06)
620.537 .... 2307 packets received, 7620 bps, 95.25%, Err 48 (9.7e-06)
623.163 .... 2312 packets received, 7605 bps, 95.06%, Err 49 (9.8e-06)
625.281 .... 2324 packets received, 7618 bps, 95.23%, Err 49 (9.8e-06)
627.438 .... 2332 packets received, 7618 bps, 95.23%, Err 49 (9.8e-06)
629.556 .... 2340 packets received, 7619 bps, 95.23%, Err 49 (9.7e-06)
631.636 .... 2348 packets received, 7619 bps, 95.24%, Err 49 (9.7e-06)
633.765 .... 2356 packets received, 7620 bps, 95.25%, Err 49 (9.7e-06)
635.856 .... 2364 packets received, 7620 bps, 95.25%, Err 49 (9.6e-06)
638.216 .... 2368 packets received, 7605 bps, 95.06%, Err 50 (9.8e-06)
640.351 .... 2380 packets received, 7618 bps, 95.23%, Err 50 (9.8e-06)
642.480 .... 2388 packets received, 7618 bps, 95.23%, Err 50 (9.7e-06)
644.568 .... 2396 packets received, 7619 bps, 95.24%, Err 50 (9.7e-06)
646.663 .... 2404 packets received, 7620 bps, 95.25%, Err 50 (9.7e-06)
648.795 .... 2412 packets received, 7620 bps, 95.25%, Err 50 (9.6e-06)
650.915 .... 2420 packets received, 7620 bps, 95.25%, Err 50 (9.6e-06)
653.010 .... 2428 packets received, 7621 bps, 95.26%, Err 50 (9.6e-06)
655.142 .... 2436 packets received, 7621 bps, 95.26%, Err 50 (9.6e-06)
657.262 .... 2444 packets received, 7621 bps, 95.27%, Err 50 (9.5e-06)
659.356 .... 2452 packets received, 7622 bps, 95.28%, Err 50 (9.5e-06)
661.455 .... 2460 packets received, 7623 bps, 95.28%, Err 50 (9.5e-06)
663.576 .... 2468 packets received, 7623 bps, 95.29%, Err 50 (9.4e-06)
665.705 .... 2476 packets received, 7623 bps, 95.29%, Err 50 (9.4e-06)
667.818 .... 2484 packets received, 7624 bps, 95.30%, Err 50 (9.4e-06)
669.905 .... 2492 packets received, 7624 bps, 95.30%, Err 50 (9.3e-06)
672.015 .... 2500 packets received, 7625 bps, 95.31%, Err 50 (9.3e-06)
674.163 .... 2508 packets received, 7625 bps, 95.31%, Err 50 (9.3e-06)
676.789 .... 2513 packets received, 7610 bps, 95.13%, Err 51 (9.4e-06)
679.160 .... 2521 packets received, 7608 bps, 95.10%, Err 52 (9.6e-06)
681.303 .... 2533 packets received, 7620 bps, 95.25%, Err 52 (9.6e-06)
683.370 .... 2541 packets received, 7621 bps, 95.26%, Err 52 (9.5e-06)
685.513 .... 2549 packets received, 7621 bps, 95.26%, Err 53 (9.7e-06)
687.609 .... 2556 packets received, 7619 bps, 95.23%, Err 53 (9.6e-06)
689.720 .... 2564 packets received, 7619 bps, 95.24%, Err 53 (9.6e-06)
691.878 .... 2572 packets received, 7619 bps, 95.24%, Err 53 (9.6e-06)
694.466 .... 2577 packets received, 7605 bps, 95.07%, Err 55 (9.9e-06)
696.593 .... 2588 packets received, 7614 bps, 95.18%, Err 55 (9.9e-06)
698.713 .... 2596 packets received, 7615 bps, 95.19%, Err 55 (9.9e-06)
700.809 .... 2603 packets received, 7613 bps, 95.16%, Err 56 (1.0e-05)
702.948 .... 2611 packets received, 7613 bps, 95.16%, Err 56 (1.0e-05)
705.057 .... 2619 packets received, 7613 bps, 95.16%, Err 56 (9.9e-06)
707.160 .... 2627 packets received, 7614 bps, 95.17%, Err 56 (9.9e-06)
709.280 .... 2635 packets received, 7614 bps, 95.18%, Err 56 (9.9e-06)
711.662 .... 2640 packets received, 7603 bps, 95.04%, Err 57 (1.0e-05)
713.769 .... 2651 packets received, 7612 bps, 95.15%, Err 57 (1.0e-05)
715.895 .... 2659 packets received, 7612 bps, 95.15%, Err 57 (1.0e-05)
718.021 .... 2667 packets received, 7613 bps, 95.16%, Err 57 (9.9e-06)
720.122 .... 2675 packets received, 7613 bps, 95.16%, Err 57 (9.9e-06)
